STATION_NAME                                           DATE           PRCP      TMAX      TMIN      
DAUPHIN ISLAND NUMBER 2 AL US                          20180302       0.02      170.6     136.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180305       0.00      156.2     136.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180306       0.02      158       154.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180307       0.43      156.2     125.6     
DAUPHIN ISLAND NUMBER 2 AL US                          20180308       0.00      138.2     118.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180309       0.00      143.6     118.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180310       0.00      143.6     127.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180313       0.01      140       118.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180314       0.00      138.2     116.6     
DAUPHIN ISLAND NUMBER 2 AL US                          20180315       0.00      140       120.2     
DAUPHIN ISLAND NUMBER 2 AL US                          20180316       0.00      149       131       
DAUPHIN ISLAND NUMBER 2 AL US                          20180317       0.00      149       141.8     
DAUPHIN ISLAND NUMBER 2 AL US                          20180320       0.01      165.2     150.8     
DAUPHIN ISLAND NUMBER 2 AL US                          20180321       0.00      152.6     129.2     
DAUPHIN ISLAND NUMBER 2 AL US                          20180322       0.00      150.8     125.6     
DAUPHIN ISLAND NUMBER 2 AL US                          20180323       0.00      145.4     127.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180324       0.00      161.6     141.8     
DAUPHIN ISLAND NUMBER 2 AL US                          20180325       0.00      158       145.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180326       0.00      165.2     154.4     
DAUPHIN ISLAND NUMBER 2 AL US                          20180327       0.00      156.2     147.2     
DAUPHIN ISLAND NUMBER 2 AL US                          20180328       0.00      158       147.2     
DAUPHIN ISLAND NUMBER 2 AL US                          20180329       0.00      161.6     158       
MONTGOMERY 6 SW AL US                                  20180301       0.02      183.2     147.2     
MONTGOMERY 6 SW AL US                                  20180302       0.00      158       122       
MONTGOMERY 6 SW AL US                                  20180303       0.00      163.4     104       
MONTGOMERY 6 SW AL US                                  20180304       0.00      163.4     105.8     
MONTGOMERY 6 SW AL US                                  20180305       0.00      172.4     125.6     
MONTGOMERY 6 SW AL US                                  20180306       0.82      158       136.4     
MONTGOMERY 6 SW AL US                                  20180307       0.00      141.8     120.2     
MONTGOMERY 6 SW AL US                                  20180308       0.00      140       102.2     
MONTGOMERY 6 SW AL US                                  20180309       0.00      140       96.8      
MONTGOMERY 6 SW AL US                                  20180310       0.00      154.4     114.8     
MONTGOMERY 6 SW AL US                                  20180312       0.07      143.6     118.4     
MONTGOMERY 6 SW AL US                                  20180313       0.00      145.4     104       
MONTGOMERY 6 SW AL US                                  20180314       0.00      143.6     102.2     
MONTGOMERY 6 SW AL US                                  20180315       0.00      143.6     95        
MONTGOMERY 6 SW AL US                                  20180316       0.03      163.4     109.4     
MONTGOMERY 6 SW AL US                                  20180317       0.00      159.8     120.2     
MONTGOMERY 6 SW AL US                                  20180318       0.04      176       140       
MONTGOMERY 6 SW AL US                                  20180319       0.03      179.6     152.6     
MONTGOMERY 6 SW AL US                                  20180320       0.02      168.8     134.6     
MONTGOMERY 6 SW AL US                                  20180321       0.00      147.2     104       
MONTGOMERY 6 SW AL US                                  20180322       0.00      140       104       
MONTGOMERY 6 SW AL US                                  20180323       0.00      147.2     105.8     
MONTGOMERY 6 SW AL US                                  20180328       0.00      163.4     122       
MONTGOMERY 6 SW AL US                                  20180329       1.44      179.6     143.6     
MONTGOMERY 6 SW AL US                                  20180330       0.00      159.8     132.8     
MONTGOMERY 6 SW AL US                                  20180331       0.00      156.2     113       
BREWTON 3 ENE AL US                                    20180301       0.06      176       134.6     
BREWTON 3 ENE AL US                                    20180302       0.06      179.6     123.8     
BREWTON 3 ENE AL US                                    20180306       0.04      168.8     125.6     
BREWTON 3 ENE AL US                                    20180307       0.32      152.6     109.4     
BREWTON 3 ENE AL US                                    20180308       0.00      134.6     87.8      
BREWTON 3 ENE AL US                                    20180309       0.00      138.2     84.2      
BREWTON 3 ENE AL US                                    20180313       0.00      136.4     93.2      
BREWTON 3 ENE AL US                                    20180314       0.00      141.8     91.4      
BREWTON 3 ENE AL US                                    20180315       0.00      141.8     84.2      
BREWTON 3 ENE AL US                                    20180316       0.00      158       82.4      
BREWTON 3 ENE AL US                                    20180320       0.05      176       140       
BREWTON 3 ENE AL US                                    20180321       0.00      150.8     104       
BREWTON 3 ENE AL US                                    20180322       0.00      147.2     98.6      
BREWTON 3 ENE AL US                                    20180323       0.00      147.2     96.8      
BREWTON 3 ENE AL US                                    20180327       0.00      145.4     125.6     
BREWTON 3 ENE AL US                                    20180328       0.00      163.4     125.6     
BREWTON 3 ENE AL US                                    20180329       0.00      174.2     127.4     
BREWTON 3 ENE AL US                                    20180330       1.26      174.2     131       
HIGHLAND HOME NUMBER 2 AL US                           20180306       0.00      163.4     136.4     
TUSCALOOSA ACFD AL US                                  20180301       0.30      163.4     136.4     
TUSCALOOSA ACFD AL US                                  20180302       0.00      147.2     111.2     
TUSCALOOSA ACFD AL US                                  20180303       0.00      156.2     95        
TUSCALOOSA ACFD AL US                                  20180304       0.00      165.2     100.4     
TUSCALOOSA ACFD AL US                                  20180305       0.03      165.2     100.4     
TUSCALOOSA ACFD AL US                                  20180306       1.22      158       131       
TUSCALOOSA ACFD AL US                                  20180307       0.00      132.8     102.2     
TUSCALOOSA ACFD AL US                                  20180308       0.00      132.8     91.4      
TUSCALOOSA ACFD AL US                                  20180309       0.00      150.8     86        
TUSCALOOSA ACFD AL US                                  20180310       0.00      163.4     116.6     
TUSCALOOSA ACFD AL US                                  20180311       1.13      143.6     132.8     
TUSCALOOSA ACFD AL US                                  20180312       0.02      140       104       
TUSCALOOSA ACFD AL US                                  20180313       0.00      140       93.2      
TUSCALOOSA ACFD AL US                                  20180314       0.00      140       93.2      
TUSCALOOSA ACFD AL US                                  20180315       0.00      159.8     87.8      
TUSCALOOSA ACFD AL US                                  20180316       0.10      149       109.4     
TUSCALOOSA ACFD AL US                                  20180317       0.02      179.6     138.2     
TUSCALOOSA ACFD AL US                                  20180318       0.08      165.2     136.4     
TUSCALOOSA ACFD AL US                                  20180319       0.07      176       140       
TUSCALOOSA ACFD AL US                                  20180320       0.00      170.6     122       
TUSCALOOSA ACFD AL US                                  20180321       0.00      140       100.4     
TUSCALOOSA ACFD AL US                                  20180322       0.00      152.6     91.4      
TUSCALOOSA ACFD AL US                                  20180323       0.00      161.6     109.4     
TUSCALOOSA ACFD AL US                                  20180324       0.00      176       134.6     
TUSCALOOSA ACFD AL US                                  20180325       0.00      174.2     147.2     
TUSCALOOSA ACFD AL US                                  20180326       0.00      167       125.6     
TUSCALOOSA ACFD AL US                                  20180327       0.00      161.6     122       
TUSCALOOSA ACFD AL US                                  20180328       0.00      177.8     143.6     
TUSCALOOSA ACFD AL US                                  20180329       0.95      168.8     138.2     
TUSCALOOSA ACFD AL US                                  20180330       0.01      156.2     127.4     
TUSCALOOSA ACFD AL US                                  20180331       0.00      165.2     104       
BELLE MINA AL US                                       20180301       0.53      152.6     96.8      
BELLE MINA AL US                                       20180302       0.38      140       102.2     
BELLE MINA AL US                                       20180303       0.00      131       91.4      
BELLE MINA AL US                                       20180304       0.00      138.2     93.2      
BELLE MINA AL US                                       20180305       0.00      150.8     100.4     
BELLE MINA AL US                                       20180306       0.09      136.4     118.4     
BELLE MINA AL US                                       20180307       0.00      145.4     93.2      
BELLE MINA AL US                                       20180308       0.00      111.2     84.2      
BELLE MINA AL US                                       20180309       0.00      116.6     77        
BELLE MINA AL US                                       20180310       0.00      141.8     77        
BELLE MINA AL US                                       20180311       0.81      134.6     116.6     
BELLE MINA AL US                                       20180312       0.39      138.2     95        
BELLE MINA AL US                                       20180313       0.00      123.8     86        
BELLE MINA AL US                                       20180314       0.00      129.2     86        
BELLE MINA AL US                                       20180315       0.00      120.2     80.6      
BELLE MINA AL US                                       20180316       0.00      152.6     80.6      
BELLE MINA AL US                                       20180317       0.15      152.6     104       
BELLE MINA AL US                                       20180318       0.00      170.6     118.4     
BELLE MINA AL US                                       20180319       0.05      141.8     114.8     
BELLE MINA AL US                                       20180320       0.20      154.4     114.8     
BELLE MINA AL US                                       20180321       0.00      125.6     91.4      
BELLE MINA AL US                                       20180322       0.00      125.6     86        
BELLE MINA AL US                                       20180323       0.00      136.4     86        
BELLE MINA AL US                                       20180324       0.02      140       104       
BELLE MINA AL US                                       20180325       0.17      154.4     122       
BELLE MINA AL US                                       20180326       0.00      152.6     122       
BELLE MINA AL US                                       20180327       0.01      129.2     116.6     
BELLE MINA AL US                                       20180328       0.00      147.2     116.6     
BELLE MINA AL US                                       20180329       0.25      158       138.2     
BELLE MINA AL US                                       20180330       0.84      147.2     122       
BELLE MINA AL US                                       20180331       0.00      138.2     96.8      
CHILDERSBURG WATER PLANT AL US                         20180301       0.29      163.4     138.2     
CHILDERSBURG WATER PLANT AL US                         20180302       0.00      165.2     109.4     
CHILDERSBURG WATER PLANT AL US                         20180303       0.00      152.6     89.6      
CHILDERSBURG WATER PLANT AL US                         20180304       0.00      156.2     91.4      
CHILDERSBURG WATER PLANT AL US                         20180305       0.02      159.8     107.6     
CHILDERSBURG WATER PLANT AL US                         20180306       1.08      152.6     125.6     
CHILDERSBURG WATER PLANT AL US                         20180307       0.00      152.6     107.6     
CHILDERSBURG WATER PLANT AL US                         20180308       0.00      125.6     77        
CHILDERSBURG WATER PLANT AL US                         20180309       0.00      123.8     78.8      
CHILDERSBURG WATER PLANT AL US                         20180310       0.00      147.2     78.8      
CHILDERSBURG WATER PLANT AL US                         20180311       0.77      158       111.2     
CHILDERSBURG WATER PLANT AL US                         20180312       0.26      138.2     102.2     
CHILDERSBURG WATER PLANT AL US                         20180313       0.00      136.4     89.6      
CHILDERSBURG WATER PLANT AL US                         20180314       0.00      136.4     89.6      
CHILDERSBURG WATER PLANT AL US                         20180315       0.00      140       78.8      
CHILDERSBURG WATER PLANT AL US                         20180316       0.00      158       82.4      
CHILDERSBURG WATER PLANT AL US                         20180317       0.20      156.2     105.8     
CHILDERSBURG WATER PLANT AL US                         20180318       0.00      174.2     129.2     
CHILDERSBURG WATER PLANT AL US                         20180319       0.08      177.8     140       
CHILDERSBURG WATER PLANT AL US                         20180320       0.01      174.2     123.8     
CHILDERSBURG WATER PLANT AL US                         20180321       0.06      131       98.6      
CHILDERSBURG WATER PLANT AL US                         20180322       0.00      125.6     87.8      
CHILDERSBURG WATER PLANT AL US                         20180323       0.00      140       93.2      
CHILDERSBURG WATER PLANT AL US                         20180324       0.00      156.2     120.2     
CHILDERSBURG WATER PLANT AL US                         20180325       0.00      174.2     111.2     
CHILDERSBURG WATER PLANT AL US                         20180326       0.00      170.6     120.2     
CHILDERSBURG WATER PLANT AL US                         20180327       0.00      129.2     118.4     
CHILDERSBURG WATER PLANT AL US                         20180328       0.00      163.4     125.6     
CHILDERSBURG WATER PLANT AL US                         20180329       0.00      179.6     138.2     
CHILDERSBURG WATER PLANT AL US                         20180330       1.05      168.8     127.4     
CHILDERSBURG WATER PLANT AL US                         20180331       0.00      163.4     98.6      
TALLADEGA AL US                                        20180301       0.00      159.8     132.8     
TALLADEGA AL US                                        20180302       0.38      161.6     102.2     
TALLADEGA AL US                                        20180303       0.00      150.8     98.6      
TALLADEGA AL US                                        20180304       0.00      150.8     89.6      
TALLADEGA AL US                                        20180305       0.00      154.4     102.2     
TALLADEGA AL US                                        20180306       0.95      149       116.6     
TALLADEGA AL US                                        20180307       0.40      150.8     102.2     
TALLADEGA AL US                                        20180308       0.00      123.8     82.4      
TALLADEGA AL US                                        20180309       0.00      127.4     78.8      
TALLADEGA AL US                                        20180310       0.00      145.4     80.6      
TALLADEGA AL US                                        20180311       0.77      154.4     102.2     
TALLADEGA AL US                                        20180312       0.15      138.2     102.2     
TALLADEGA AL US                                        20180313       0.00      132.8     87.8      
TALLADEGA AL US                                        20180314       0.00      138.2     87.8      
TALLADEGA AL US                                        20180315       0.00      127.4     75.2      
TALLADEGA AL US                                        20180316       0.00      154.4     78.8      
TALLADEGA AL US                                        20180317       0.02      152.6     93.2      
TALLADEGA AL US                                        20180318       0.07      168.8     123.8     
TALLADEGA AL US                                        20180319       0.00      161.6     125.6     
TALLADEGA AL US                                        20180320       0.05      174.2     120.2     
TALLADEGA AL US                                        20180321       0.00      145.4     95        
TALLADEGA AL US                                        20180322       0.00      131       87.8      
TALLADEGA AL US                                        20180323       0.00      140       91.4      
TALLADEGA AL US                                        20180324       0.00      150.8     104       
TALLADEGA AL US                                        20180325       0.15      172.4     123.8     
TALLADEGA AL US                                        20180326       0.00      174.2     118.4     
TALLADEGA AL US                                        20180327       0.00      127.4     116.6     
TALLADEGA AL US                                        20180328       0.00      159.8     122       
TALLADEGA AL US                                        20180329       0.00      176       140       
TALLADEGA AL US                                        20180330       0.98      165.2     127.4     
TALLADEGA AL US                                        20180331       0.00      154.4     96.8      
GENEVA NUMBER 2 AL US                                  20180301       0.00      170.6     152.6     
GENEVA NUMBER 2 AL US                                  20180302       0.06      176       154.4     
GENEVA NUMBER 2 AL US                                  20180303       0.00      179.6     91.4      
GENEVA NUMBER 2 AL US                                  20180304       0.00      159.8     91.4      
GENEVA NUMBER 2 AL US                                  20180305       0.00      167       98.6      
GENEVA NUMBER 2 AL US                                  20180306       0.00      168.8     143.6     
GENEVA NUMBER 2 AL US                                  20180307       1.00      158       140       
GENEVA NUMBER 2 AL US                                  20180308       0.00      159.8     136.4     
GENEVA NUMBER 2 AL US                                  20180309       0.00      156.2     131       
GENEVA NUMBER 2 AL US                                  20180310       0.00      150.8     91.4      
GENEVA NUMBER 2 AL US                                  20180311       0.00      159.8     114.8     
GENEVA NUMBER 2 AL US                                  20180312       0.70      150.8     131       
GENEVA NUMBER 2 AL US                                  20180313       0.00      156.2     132.8     
GENEVA NUMBER 2 AL US                                  20180314       0.00      158       131       
GENEVA NUMBER 2 AL US                                  20180315       0.00      158       132.8     
GENEVA NUMBER 2 AL US                                  20180316       0.00      161.6     131       
GENEVA NUMBER 2 AL US                                  20180317       0.00      161.6     93.2      
GENEVA NUMBER 2 AL US                                  20180318       0.31      172.4     122       
GENEVA NUMBER 2 AL US                                  20180319       2.10      168.8     145.4     
GENEVA NUMBER 2 AL US                                  20180320       0.45      167       158       
GENEVA NUMBER 2 AL US                                  20180321       0.00      174.2     145.4     
GENEVA NUMBER 2 AL US                                  20180322       0.00      165.2     138.2     
GENEVA NUMBER 2 AL US                                  20180323       0.00      165.2     138.2     
GENEVA NUMBER 2 AL US                                  20180324       0.00      165.2     93.2      
GENEVA NUMBER 2 AL US                                  20180325       0.00      172.4     116.6     
GENEVA NUMBER 2 AL US                                  20180326       0.00      176       125.6     
GENEVA NUMBER 2 AL US                                  20180327       0.00      176       123.8     
GENEVA NUMBER 2 AL US                                  20180328       0.00      176       120.2     
GENEVA NUMBER 2 AL US                                  20180329       0.00      176       129.2     
GENEVA NUMBER 2 AL US                                  20180330       0.50      176       129.2     
GENEVA NUMBER 2 AL US                                  20180331       0.00      161.6     107.6     
BESSEMER 3 WSW AL US                                   20180301       0.50      165.2     125.6     
BESSEMER 3 WSW AL US                                   20180302       0.00      143.6     109.4     
BESSEMER 3 WSW AL US                                   20180303       0.00      152.6     98.6      
BESSEMER 3 WSW AL US                                   20180304       0.00      161.6     91.4      
BESSEMER 3 WSW AL US                                   20180305       0.07      152.6     114.8     
BESSEMER 3 WSW AL US                                   20180306       0.90      154.4     114.8     
BESSEMER 3 WSW AL US                                   20180307       0.00      122       95        
BESSEMER 3 WSW AL US                                   20180308       0.00      127.4     86        
BESSEMER 3 WSW AL US                                   20180309       0.00      149       82.4      
BESSEMER 3 WSW AL US                                   20180310       0.20      159.8     111.2     
BESSEMER 3 WSW AL US                                   20180311       0.75      138.2     120.2     
BESSEMER 3 WSW AL US                                   20180312       0.00      132.8     98.6      
BESSEMER 3 WSW AL US                                   20180313       0.00      134.6     87.8      
BESSEMER 3 WSW AL US                                   20180314       0.00      131       89.6      
BESSEMER 3 WSW AL US                                   20180315       0.00      154.4     82.4      
BESSEMER 3 WSW AL US                                   20180316       0.05      149       104       
BESSEMER 3 WSW AL US                                   20180317       0.05      172.4     136.4     
BESSEMER 3 WSW AL US                                   20180318       0.06      161.6     132.8     
BESSEMER 3 WSW AL US                                   20180319       0.05      168.8     138.2     
BESSEMER 3 WSW AL US                                   20180320       0.05      152.6     107.6     
BESSEMER 3 WSW AL US                                   20180321       0.00      152.6     96.8      
BESSEMER 3 WSW AL US                                   20180322       0.00      143.6     87.8      
BESSEMER 3 WSW AL US                                   20180323       0.00      156.2     98.6      
BESSEMER 3 WSW AL US                                   20180324       0.00      167       125.6     
BESSEMER 3 WSW AL US                                   20180325       0.00      172.4     129.2     
BESSEMER 3 WSW AL US                                   20180326       0.00      140       122       
BESSEMER 3 WSW AL US                                   20180327       0.00      152.6     118.4     
BESSEMER 3 WSW AL US                                   20180328       0.00      172.4     129.2     
BESSEMER 3 WSW AL US                                   20180329       0.92      170.6     136.4     
BESSEMER 3 WSW AL US                                   20180330       0.00      147.2     111.2     
BESSEMER 3 WSW AL US                                   20180331       0.00      161.6     96.8      
ATMORE AL US                                           20180301       0.00      179.6     134.6     
ATMORE AL US                                           20180302       0.00      183.2     123.8     
ATMORE AL US                                           20180303       0.00      158       105.8     
ATMORE AL US                                           20180304       0.00      161.6     107.6     
ATMORE AL US                                           20180305       0.00      168.8     113       
ATMORE AL US                                           20180306       0.00      172.4     136.4     
ATMORE AL US                                           20180307       0.67      154.4     113       
ATMORE AL US                                           20180308       0.00      132.8     93.2      
ATMORE AL US                                           20180309       0.00      138.2     91.4      
ATMORE AL US                                           20180310       0.00      154.4     96.8      
ATMORE AL US                                           20180311       0.00      165.2     120.2     
ATMORE AL US                                           20180312       0.60      147.2     113       
ATMORE AL US                                           20180313       0.00      138.2     95        
ATMORE AL US                                           20180314       0.00      141.8     95        
ATMORE AL US                                           20180315       0.00      143.6     89.6      
ATMORE AL US                                           20180316       0.00      159.8     96.8      
ATMORE AL US                                           20180317       0.00      154.4     125.6     
ATMORE AL US                                           20180318       0.00      176       149       
ATMORE AL US                                           20180319       0.40      170.6     152.6     
ATMORE AL US                                           20180320       0.00      179.6     140       
ATMORE AL US                                           20180321       0.00      147.2     104       
ATMORE AL US                                           20180322       0.00      150.8     100.4     
ATMORE AL US                                           20180323       0.00      152.6     107.6     
ATMORE AL US                                           20180324       0.00      165.2     105.8     
ATMORE AL US                                           20180325       0.00      172.4     150.8     
ATMORE AL US                                           20180326       0.00      181.4     134.6     
ATMORE AL US                                           20180327       0.00      150.8     127.4     
ATMORE AL US                                           20180328       0.00      163.4     134.6     
ATMORE AL US                                           20180329       0.00      174.2     136.4     
ATMORE AL US                                           20180330       1.35      179.6     136.4     
ATMORE AL US                                           20180331       0.00      158       113       
OWENS CROSS ROADS 3 S AL US                            20180301       1.24      152.6     125.6     
OWENS CROSS ROADS 3 S AL US                            20180302       0.35      140       105.8     
OWENS CROSS ROADS 3 S AL US                            20180303       0.00      134.6     86        
OWENS CROSS ROADS 3 S AL US                            20180304       0.00      143.6     87.8      
OWENS CROSS ROADS 3 S AL US                            20180305       0.00      152.6     87.8      
OWENS CROSS ROADS 3 S AL US                            20180306       0.26      134.6     118.4     
OWENS CROSS ROADS 3 S AL US                            20180307       0.00      147.2     96.8      
OWENS CROSS ROADS 3 S AL US                            20180308       0.00      114.8     84.2      
OWENS CROSS ROADS 3 S AL US                            20180309       0.00      114.8     77        
OWENS CROSS ROADS 3 S AL US                            20180310       0.00      140       77        
OWENS CROSS ROADS 3 S AL US                            20180311       1.31      136.4     122       
OWENS CROSS ROADS 3 S AL US                            20180312       0.06      138.2     95        
OWENS CROSS ROADS 3 S AL US                            20180313       0.00      125.6     82.4      
OWENS CROSS ROADS 3 S AL US                            20180314       0.00      127.4     82.4      
OWENS CROSS ROADS 3 S AL US                            20180315       0.00      120.2     78.8      
OWENS CROSS ROADS 3 S AL US                            20180316       0.00      152.6     77        
OWENS CROSS ROADS 3 S AL US                            20180317       0.03      152.6     104       
OWENS CROSS ROADS 3 S AL US                            20180318       0.00      170.6     118.4     
OWENS CROSS ROADS 3 S AL US                            20180319       0.16      149       118.4     
OWENS CROSS ROADS 3 S AL US                            20180320       0.18      152.6     113       
OWENS CROSS ROADS 3 S AL US                            20180321       0.01      129.2     95        
OWENS CROSS ROADS 3 S AL US                            20180322       0.00      123.8     82.4      
OWENS CROSS ROADS 3 S AL US                            20180323       0.00      134.6     82.4      
OWENS CROSS ROADS 3 S AL US                            20180324       0.00      143.6     100.4     
OWENS CROSS ROADS 3 S AL US                            20180325       0.22      158       125.6     
OWENS CROSS ROADS 3 S AL US                            20180326       0.00      154.4     120.2     
OWENS CROSS ROADS 3 S AL US                            20180327       0.00      127.4     114.8     
OWENS CROSS ROADS 3 S AL US                            20180328       0.00      143.6     116.6     
OWENS CROSS ROADS 3 S AL US                            20180329       0.00      163.4     122       
OWENS CROSS ROADS 3 S AL US                            20180330       0.88      159.8     123.8     
OWENS CROSS ROADS 3 S AL US                            20180331       0.00      140       91.4      
SAINT BERNARD AL US                                    20180301       0.88      147.2     129.2     
SAINT BERNARD AL US                                    20180302       0.00      134.6     105.8     
SAINT BERNARD AL US                                    20180303       0.00      145.4     89.6      
SAINT BERNARD AL US                                    20180304       0.00      154.4     91.4      
SAINT BERNARD AL US                                    20180305       0.15      134.6     114.8     
SAINT BERNARD AL US                                    20180306       0.25      147.2     93.2      
SAINT BERNARD AL US                                    20180307       0.00      147.2     93.2      
SAINT BERNARD AL US                                    20180308       0.00      116.6     80.6      
SAINT BERNARD AL US                                    20180309       0.00      143.6     75.2      
SAINT BERNARD AL US                                    20180310       0.45      138.2     105.8     
SAINT BERNARD AL US                                    20180311       1.98      134.6     125.6     
SAINT BERNARD AL US                                    20180312       0.02      131       93.2      
SAINT BERNARD AL US                                    20180313       0.00      131       80.6      
SAINT BERNARD AL US                                    20180314       0.00      123.8     84.2      
SAINT BERNARD AL US                                    20180315       0.00      150.8     77        
SAINT BERNARD AL US                                    20180316       0.00      147.2     96.8      
SAINT BERNARD AL US                                    20180318       0.05      167       122       
SAINT BERNARD AL US                                    20180320       1.99      138.2     113       
SAINT BERNARD AL US                                    20180327       0.00      145.4     114.8     
SAINT BERNARD AL US                                    20180328       0.00      167       131       
SAINT BERNARD AL US                                    20180330       0.00      159.8     122       
SAINT BERNARD AL US                                    20180331       0.00      159.8     95        
TUSCALOOSA AIRPORT ASOS AL US                          20180301       0.34      158       129.2     
TUSCALOOSA AIRPORT ASOS AL US                          20180302       0.00      149       107.6     
TUSCALOOSA AIRPORT ASOS AL US                          20180303       0.00      158       93.2      
TUSCALOOSA AIRPORT ASOS AL US                          20180304       0.00      165.2     96.8      
TUSCALOOSA AIRPORT ASOS AL US                          20180305       0.68      161.6     123.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180306       0.46      156.2     116.6     
TUSCALOOSA AIRPORT ASOS AL US                          20180307       0.00      127.4     102.2     
TUSCALOOSA AIRPORT ASOS AL US                          20180308       0.00      131       89.6      
TUSCALOOSA AIRPORT ASOS AL US                          20180309       0.00      150.8     86        
TUSCALOOSA AIRPORT ASOS AL US                          20180310       0.05      165.2     114.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180311       1.17      145.4     118.4     
TUSCALOOSA AIRPORT ASOS AL US                          20180312       0.00      138.2     105.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180313       0.00      138.2     93.2      
TUSCALOOSA AIRPORT ASOS AL US                          20180314       0.00      138.2     91.4      
TUSCALOOSA AIRPORT ASOS AL US                          20180315       0.00      159.8     86        
TUSCALOOSA AIRPORT ASOS AL US                          20180316       0.12      143.6     105.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180317       0.00      179.6     140       
TUSCALOOSA AIRPORT ASOS AL US                          20180318       0.12      163.4     132.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180319       0.01      176       141.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180320       0.03      150.8     109.4     
TUSCALOOSA AIRPORT ASOS AL US                          20180321       0.00      138.2     100.4     
TUSCALOOSA AIRPORT ASOS AL US                          20180322       0.00      152.6     91.4      
TUSCALOOSA AIRPORT ASOS AL US                          20180323       0.00      161.6     105.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180324       0.00      176       132.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180325       0.00      177.8     140       
TUSCALOOSA AIRPORT ASOS AL US                          20180326       0.00      140       127.4     
TUSCALOOSA AIRPORT ASOS AL US                          20180327       0.00      159.8     123.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180328       0.00      176       145.4     
TUSCALOOSA AIRPORT ASOS AL US                          20180329       0.84      163.4     132.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180330       0.00      154.4     114.8     
TUSCALOOSA AIRPORT ASOS AL US                          20180331       0.00      163.4     102.2     
ROBERTSDALE AL US                                      20180301       0.00      176       149       
ROBERTSDALE AL US                                      20180302       0.00      176       127.4     
ROBERTSDALE AL US                                      20180303       0.00      161.6     105.8     
ROBERTSDALE AL US                                      20180304       0.00      165.2     104       
ROBERTSDALE AL US                                      20180305       0.00      165.2     113       
ROBERTSDALE AL US                                      20180306       0.00      167       123.8     
ROBERTSDALE AL US                                      20180307       0.50      156.2     111.2     
ROBERTSDALE AL US                                      20180308       0.00      138.2     91.4      
ROBERTSDALE AL US                                      20180309       0.00      150.8     95        
ROBERTSDALE AL US                                      20180310       0.00      150.8     96.8      
ROBERTSDALE AL US                                      20180311       0.00      161.6     122       
ROBERTSDALE AL US                                      20180312       0.66      163.4     114.8     
ROBERTSDALE AL US                                      20180313       0.00      163.4     100.4     
ROBERTSDALE AL US                                      20180314       0.00      141.8     93.2      
ROBERTSDALE AL US                                      20180315       0.00      147.2     89.6      
ROBERTSDALE AL US                                      20180316       0.00      154.4     89.6      
ROBERTSDALE AL US                                      20180317       0.00      156.2     109.4     
ROBERTSDALE AL US                                      20180318       0.00      172.4     141.8     
ROBERTSDALE AL US                                      20180319       0.00      168.8     149       
ROBERTSDALE AL US                                      20180320       0.76      168.8     141.8     
ROBERTSDALE AL US                                      20180321       0.00      158       109.4     
ROBERTSDALE AL US                                      20180322       0.00      152.6     102.2     
ROBERTSDALE AL US                                      20180323       0.00      154.4     102.2     
ROBERTSDALE AL US                                      20180324       0.00      161.6     105.8     
ROBERTSDALE AL US                                      20180325       0.00      165.2     134.6     
ROBERTSDALE AL US                                      20180326       0.00      174.2     143.6     
ROBERTSDALE AL US                                      20180327       0.00      152.6     131       
ROBERTSDALE AL US                                      20180328       0.44      159.8     131       
ROBERTSDALE AL US                                      20180329       0.00      167       131       
ROBERTSDALE AL US                                      20180330       0.00      174.2     138.2     
ROBERTSDALE AL US                                      20180331       0.00      163.4     113       
FAIRHOPE 2 NE AL US                                    20180301       0.00      179.6     140       
FAIRHOPE 2 NE AL US                                    20180302       0.11      176       122       
FAIRHOPE 2 NE AL US                                    20180303       0.00      163.4     104       
FAIRHOPE 2 NE AL US                                    20180304       0.00      163.4     105.8     
FAIRHOPE 2 NE AL US                                    20180305       0.00      165.2     113       
FAIRHOPE 2 NE AL US                                    20180306       0.00      168.8     118.4     
FAIRHOPE 2 NE AL US                                    20180307       0.48      156.2     113       
FAIRHOPE 2 NE AL US                                    20180308       0.00      138.2     87.8      
FAIRHOPE 2 NE AL US                                    20180309       0.00      141.8     89.6      
FAIRHOPE 2 NE AL US                                    20180310       0.00      152.6     95        
FAIRHOPE 2 NE AL US                                    20180311       0.10      172.4     125.6     
FAIRHOPE 2 NE AL US                                    20180312       0.36      165.2     109.4     
